acc,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam,abstract,category
ERR2619761,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202.0,4114.0,2013-10-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '552518', 'Project_Acc': 'PRJEB33269', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '439582', 'Sort_By_DataType': '427672', 'Sort_By_Organism': '760950', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2019/07/03 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of the PRJEB27005 data set (Gut metagenomes of rural populations in Cameroon).', 'Project_Description': 'The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB27005.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '552518'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR23278378,Nigeria,Africa,ILLUMINA,Illumina MiSeq,PRJNA929356,302.0,1318.0,2020-02-25,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '929356', 'Project_Acc': 'PRJNA929356', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '150083', 'Sort_By_DataType': '128454', 'Sort_By_Organism': '655578', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2023/01/30 00:00', 'Project_Name': '', 'Project_Title': 'Surveillance of enteric pathogens from human stool', 'Project_Description': 'Meta-genomics Sequencing', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': ""ACEGID Redeemer's University"", 'Submitter_Organization_List': [""ACEGID Redeemer's University""], 'Supergroup': ''}, attributes={'uid': '929356'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR3950474,India,Asia,ILLUMINA,Illumina HiSeq 2500,PRJNA331073,200.0,9110.0,2013-06-27,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '331073', 'Project_Acc': 'PRJNA331073', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '636270', 'Sort_By_DataType': '628957', 'Sort_By_Organism': '803352', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2016/07/25 00:00', 'Project_Name': '', 'Project_Title': 'Gut microbiome of TB patients', 'Project_Description': 'To study the alterations in Gut microbiota due to pulmonary tuberculosis and anti-TB treatment in patients and its comparison with Healthy controls.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'IISER Bhopal', 'Submitter_Organization_List': ['IISER Bhopal'], 'Supergroup': ''}, attributes={'uid': '331073'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR5831597,India,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA394687,298.0,37434.0,2010-07-07,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '394687', 'Project_Acc': 'PRJNA394687', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '580525', 'Sort_By_DataType': '571762', 'Sort_By_Organism': '792447', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2017/07/17 00:00', 'Project_Name': '', 'Project_Title': 'Confirmation of Shigella detection in culture negative PCR positive diarrheal cases using a metagenomic approach', 'Project_Description': 'The importance of Shigella species as a cause of childhood diarrhea disease has become increasingly apparent with quantitative (q)PCR based diagnostic methods versus culture. We sought to validate qPCR-based detection of Shigella via a metagenomics approach using 27 fecal samples isolated from three countries of the Global Enteric Multicenter Study.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'MAL-ED', 'Submitter_Organization_List': ['MAL-ED', 'Univ. of Maryland', 'IGS'], 'Supergroup': ''}, attributes={'uid': '394687'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
ERR6273965,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,297.0,12547.0,2019-12-20,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '790539', 'Project_Acc': 'PRJEB43119', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '246144', 'Sort_By_DataType': '228017', 'Sort_By_Organism': '692795', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2021/12/19 00:00', 'Project_Name': 'PRIMM', 'Project_Title': 'Predicting Response to Immunotherapy for Melanoma With Gut Microbiome and Metabolomics', 'Project_Description': 'The PRIMM studies are two separate observational cohort studies recruiting subjects in parallel in the U.K. (PRIMM-UK) and Netherlands (PRIMM-NL) since 2018. These cohorts of previously ICI-naive advanced melanoma patients were used to study the role of the gut microbiome in ICI response using shotgun metagenomic sequencing of stool samples together with three additional cohorts of ICI-naive patients with advanced cutaneous melanoma (originating from Barcelona, Leeds, and Manchester).', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'University of Trento', 'Submitter_Organization_List': ['University of Trento'], 'Supergroup': ''}, attributes={'uid': '790539'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Cancer
ERR10960887,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,300.0,9307.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '981054', 'Project_Acc': 'PRJEB62839', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '115395', 'Sort_By_DataType': '92459', 'Sort_By_Organism': '643727', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2023/06/07 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of PRJEB52748 data set (Gut microbiome function and composition in infants from rural Kenya and association with human milk oligosaccharides).', 'Project_Description': 'The Third Party Annotation (TPA)  assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB52748, and was assembled with metaspades v3.15.3. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Contigs', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '981054'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infant Study
ERR10077595,Taiwan,Asia,ILLUMINA,HiSeq X Ten,PRJEB55366,302.0,8017.0,2019-12-13,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '879021', 'Project_Acc': 'PRJEB55366', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '184013', 'Sort_By_DataType': '163686', 'Sort_By_Organism': '668267', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2022/09/10 00:00', 'Project_Name': 'WGS sequencing of patients with colorectal cancer and treated with target therapy', 'Project_Title': 'A collection of whole genome sequencing (WGS) datasets from patients with colorectal cancer. Patients were treated with chemotherapy and target therapies (anti-VEGF or anti-EGFR) and showed different responses. Samples come from stool.', 'Project_Description': 'This study investigates the role of the gut microbiome in the treatment of metastatic colorectal cancer (mCRC) patients. Stools from patients before chemotherapy and targeted therapy were collected and performed whole genome sequencing. Patients with progressive disease or partial response to the therapy were included in this study.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'kaohsiung medical university hospital', 'Submitter_Organization_List': ['kaohsiung medical university hospital'], 'Supergroup': ''}, attributes={'uid': '879021'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Cancer
SRR6060198,Indonesia,Asia,ILLUMINA,Illumina HiSeq 2000,PRJNA407815,188.0,15485.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '407815', 'Project_Acc': 'PRJNA407815', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '568640', 'Sort_By_DataType': '559625', 'Sort_By_Organism': '270185', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2017/09/18 00:00', 'Project_Name': 'Human gut metagenome', 'Project_Title': 'Microbiome and Worm Infection', 'Project_Description': 'A study of the bacterial community of worm infected human stool via MetaGenomic Shotgun (MGS) data and 16s assembly data analysis', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'McDonnell Genome Institute', 'Submitter_Organization_List': ['McDonnell Genome Institute'], 'Supergroup': 'Other'}, attributes={'uid': '407815'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
ERR6618677,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302.0,5434.0,2012-06-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '761066', 'Project_Acc': 'PRJEB47061', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '267897', 'Sort_By_DataType': '250752', 'Sort_By_Organism': '702333', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2021/09/06 00:00', 'Project_Name': 'FMT in UC', 'Project_Title': 'Fecal microbiota transplantation for treatment of ulcerative colitis', 'Project_Description': 'A current hypothesis of UC pathogenesis suggests that changes in the composition of the colonic microbiota, called dysbiosis, cause activation of the mucosal immune system resulting in chronic inflammation. Fecal microbiota transplantation (FMT) is a therapeutic procedure aimed at restoring an altered intestinal microbiota by administrating fecal microorganisms from a healthy donor into the intestinal tract of a patient and thereby correcting dysbiosis.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'MEDICAL UNIVERSITY GRAZ', 'Submitter_Organization_List': ['MEDICAL UNIVERSITY GRAZ'], 'Supergroup': ''}, attributes={'uid': '761066'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR24307431,Belgium,Europe,ILLUMINA,Illumina HiSeq X,PRJNA961974,302.0,234.0,2022-05-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '961974', 'Project_Acc': 'PRJNA961974', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '128663', 'Sort_By_DataType': '106127', 'Sort_By_Organism': '269398', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2023/09/08 00:00', 'Project_Name': 'human gut metagenome', 'Project_Title': 'The effects of selected plant extracts on the human gut microbiome', 'Project_Description': 'This study applies short-term ex-vivo incubation technology to fecal samples from six healthy adult donors to explore the effects of eleven plant extracts on the structure and function of the human gut microbiome.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': 'Natural products', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Contigs', 'Submitter_Organization': 'United States Department of Agriculture - ARS', 'Submitter_Organization_List': ['United States Department of Agriculture - ARS'], 'Supergroup': 'Other'}, attributes={'uid': '961974'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR17048934,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,275.0,2085.0,2017-09-26,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '678454', 'Project_Acc': 'PRJNA678454', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '331781', 'Sort_By_DataType': '316721', 'Sort_By_Organism': '269809', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2022/01/26 00:00', 'Project_Name': 'human gut metagenome', 'Project_Title': 'Shotgun metagenomic sequencing of stool samples from two South African cohorts', 'Project_Description': 'Shotgun metagenomic sequencing of stool samples from two South African cohorts (rural Bushbuckridge, urban Soweto)', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Complete', 'Submitter_Organization': 'Stanford University School of Medicine', 'Submitter_Organization_List': ['Stanford University School of Medicine'], 'Supergroup': 'Other'}, attributes={'uid': '678454'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR9988179,Ecuador,South America,ILLUMINA,Illumina HiSeq 2000,PRJNA486009,273.0,3146.0,2014-07-30,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '486009', 'Project_Acc': 'PRJNA486009', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '497945', 'Sort_By_DataType': '487532', 'Sort_By_Organism': '777769', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2018/08/14 00:00', 'Project_Name': '', 'Project_Title': 'Genome diversity of pathogenic Escherichia coli in Ecuador', 'Project_Description': 'Here, we used whole genome sequencing to investigate the genome diversity, pangenomic gene function, virulence potential and antibiotic resistance profile of more than 200 pathogenic E. coli strains isolated from individuals with or without diarrhea living in urban and rural regions in Ecuador.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Contigs', 'Submitter_Organization': 'Georgia Institute of Technology', 'Submitter_Organization_List': ['Georgia Institute of Technology'], 'Supergroup': ''}, attributes={'uid': '486009'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
ERR4372199,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,281.0,2115.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '614305', 'Project_Acc': 'PRJEB36140', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '386573', 'Sort_By_DataType': '373332', 'Sort_By_Organism': '744800', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2020/03/23 00:00', 'Project_Name': 'REFIT', 'Project_Title': 'Effects of fecal microbiota transplantation in subjects with irritable bowel syndrome is mirrored by changes in gut microbiome', 'Project_Description': 'Irritable bowel syndrome (IBS) is a common disorder of the lower gastrointestinal tract. The pathophysiology is far from settled, and components of micro-inflammation, neuro-immunological signaling and gut microbial dysbiosis are frequently emphasized as causative factors. Here, we present fecal metagenomic sequencing data from our earlier published randomized double-blind placebo-controlled clinical trial on fecal microbiota transplantation (FMT) for IBS – the REFIT trial. Only samples from participants who received active fecal microbiota transplants were included in the present data set; 14 participants with effect of FMT (Effect) and 8 without (No effect) were chosen. Samples were collected at baseline before FMT, after 6 and 12 months. Also samples from the transplants (Donor) given to the participants were analyzed. In total 66 recipient samples and 17 donor samples were subjected to deep metagenomic sequencing (Illumina NextSeq550), generating on average 27.3 *106 reads. After in silico quality control, assembly and annotation, we generated taxonomic and functional profiles. Alpha diversity measures showed a significantly increased diversity and evenness in the IBS groups compared to the donors (P=0.0026 and 0.0046 for Effect and No effect groups by Simpson index, respectively). Taxonomic profiles showed higher relative abundance of phylum Firmicutes, and lower relative abundance of phylum Bacteroidetes, compared to donors at baseline. This profile was shifted towards the donor profile following FMT, and we derived, from the Effect group, a list of 170 species, differentially abundant, that were most prominent in this shift. Analysis of imputed growth rates showed that the resulting growth pattern was a conglomerate of donor and recipient activity. Thirty-four functional subclasses showed distinct differences between baseline samples and donors, most of which were shifted towards a donor-like profile after FMT. Functional systems involved in short chain fatty acid synthesis were detected, and also an increase in systems synthesizing growth factors like Menaquinone and scavenging metal ions like Zink and Manganese. We conclude that FMT induces long-term changes in gut microbiota, and these changes mirror the clinical effect of the treatment.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'University of Tromso', 'Submitter_Organization_List': ['University of Tromso'], 'Supergroup': ''}, attributes={'uid': '614305'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
